community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_iasted25,7,Conference city airport is situated in state,[Conference city [C]] [Conference airport [C]] [is situated in [P]] [Conference state [C]] ,"frame:Discussion,frame:Locale_by_use,frame:Political_locales,frame:Buildings,frame:Political_locales,","wn30:synset-conference-noun-1,wn30:synset-city-noun-1,wn30:synset-airport-noun-1,wn30:synset-situate-verb-1,wn30:synset-in-adverb-1,wn30:synset-state-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale
wn30:synset-airport-noun-1 - frame:Buildings - frame:Entity
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale
","wn30:synset-situate-verb-1
","wn30:synset-in-adverb-1
"
inferred_iasted43,43,Trip day Delegate is designed for held in Full tour,[Trip day [C]] [Delegate [C]] [is designed for [P]] [is held in [P]] [Full day tour [C]] ,"frame:Travel,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Coming_up_with,frame:Activity_ongoing,frame:Cause_to_continue,frame:Abounding_with,frame:Fullness,frame:Touring,frame:Travel,","wn30:synset-trip-noun-1,wn30:synset-day-noun-1,wn30:synset-delegate-verb-1,wn30:synset-plan-verb-3,wn30:synset-keep-verb-1,wn30:synset-in-adverb-1,wn30:synset-full-adjective-1,wn30:synset-tour-noun-1,","wn30:synset-trip-noun-1 - frame:Travel - frame:Event
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-plan-verb-3 - frame:Coming_up_with
wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-tour-noun-1 - frame:Touring - frame:Perceptionframe:Event
wn30:synset-tour-noun-1 - frame:Travel - frame:Event
","wn30:synset-delegate-verb-1
","wn30:synset-in-adverb-1
"
inferred_iasted11,20,is designed for Delegate Coctail reception,[is designed for [P]] [Delegate [C]] [Coctail reception [C]] ,"frame:Coming_up_with,","wn30:synset-plan-verb-3,wn30:synset-delegate-verb-1,wn30:synset-reception-noun-1,","wn30:synset-plan-verb-3 - frame:Coming_up_with
","wn30:synset-delegate-verb-1
wn30:synset-reception-noun-1
",
inferred_iasted39,34,Sponsor occupy company house is occupied by,[Sponsor [C]] [occupy [P]] [Sponsor company house [C]] [is occupied by [P]] ,"frame:Businesses,frame:Buildings,","wn30:synset-sponsor-verb-1,wn30:synset-busy-verb-1,wn30:synset-company-noun-1,wn30:synset-house-noun-1,wn30:synset-busy-verb-1,wn30:synset-by-adverb-1,","wn30:synset-company-noun-1 - frame:Businesses
wn30:synset-house-noun-1 - frame:Buildings - frame:Entity
","wn30:synset-sponsor-verb-1
wn30:synset-busy-verb-1
wn30:synset-busy-verb-1
","wn30:synset-by-adverb-1
"
inferred_iasted77,38,Student registration fee pay non speaker,[Student registration fee [C]] [pay [P]] [Student non speaker [C]] ,"frame:Commerce_pay,frame:Negation,","wn30:synset-student-noun-1,wn30:synset-registration-noun-1,wn30:synset-fee-noun-1,wn30:synset-pay-verb-1,wn30:synset-not-adverb-1,wn30:synset-speaker-noun-1,","wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-not-adverb-1 - frame:Negation - frame:Alternativity
","wn30:synset-student-noun-1
wn30:synset-registration-noun-1
wn30:synset-fee-noun-1
wn30:synset-speaker-noun-1
",
inferred_iasted21,42,is present Time One day presenter,[is present [P]] [Time [C]] [One day presenter [C]] ,"frame:Time_vector,frame:Location_in_time,frame:Timespan,frame:Event_instance,frame:Cardinal_numbers,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Giving,","wn30:synset-present-adjective-1,wn30:synset-time-noun-1,wn30:synset-one-adjectivesatellite-1,wn30:synset-day-noun-1,wn30:synset-donor-noun-1,","wn30:synset-present-adjective-1 - frame:Time_vector - frame:Relation
wn30:synset-time-noun-1 - frame:Location_in_time
wn30:synset-time-noun-1 - frame:Timespan
wn30:synset-time-noun-1 - frame:Event_instance - frame:Instance
wn30:synset-one-adjectivesatellite-1 - frame:Cardinal_numbers
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-donor-noun-1 - frame:Giving - frame:Lose_possession_scenario
",,
inferred_iasted8,5,send Delegate Registration form is sent by,[send [P]] [Delegate [C]] [Registration form [C]] [is sent by [P]] ,"frame:Sending,frame:Causation,frame:Sending,frame:Causation,","wn30:synset-send-verb-1,wn30:synset-delegate-verb-1,wn30:synset-registration-noun-1,wn30:synset-form-noun-1,wn30:synset-send-verb-1,wn30:synset-by-adverb-1,","wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
","wn30:synset-delegate-verb-1
wn30:synset-registration-noun-1
wn30:synset-form-noun-1
","wn30:synset-by-adverb-1
"
inferred_iasted47,8,Session chair Introduction of speaker go through,[Session chair [C]] [Introduction of speaker [C]] [go through [P]] ,"frame:Motion,frame:Travel,","wn30:synset-session-noun-1,wn30:synset-chair-noun-1,wn30:synset-introduction-noun-1,wn30:synset-speaker-noun-1,wn30:synset-travel-verb-1,wn30:synset-through-adverb-1,","wn30:synset-travel-verb-1 - frame:Motion - frame:Event
wn30:synset-travel-verb-1 - frame:Travel - frame:Event
","wn30:synset-session-noun-1
wn30:synset-chair-noun-1
wn30:synset-introduction-noun-1
wn30:synset-speaker-noun-1
","wn30:synset-through-adverb-1
"
inferred_iasted15,20,Registration is designed for Delegate,[Registration [C]] [is designed for [P]] [Delegate [C]] ,"frame:Coming_up_with,","wn30:synset-registration-noun-1,wn30:synset-plan-verb-3,wn30:synset-delegate-verb-1,","wn30:synset-plan-verb-3 - frame:Coming_up_with
","wn30:synset-registration-noun-1
wn30:synset-delegate-verb-1
",
inferred_iasted73,20,Delegate Deadline is designed for done till,[Delegate [C]] [Deadline [C]] [is designed for [P]] [done till [P]] ,"frame:Coming_up_with,frame:Intentionally_affect,frame:Intentionally_create,frame:Intentionally_act,","wn30:synset-delegate-verb-1,wn30:synset-deadline-noun-1,wn30:synset-plan-verb-3,wn30:synset-make-verb-1,wn30:synset-till-verb-1,","wn30:synset-plan-verb-3 - frame:Coming_up_with
wn30:synset-make-verb-1 - frame:Intentionally_affect - frame:Event
wn30:synset-make-verb-1 - frame:Intentionally_create - frame:Event
wn30:synset-make-verb-1 - frame:Intentionally_act - frame:Event
","wn30:synset-delegate-verb-1
wn30:synset-deadline-noun-1
wn30:synset-till-verb-1
",
inferred_iasted24,15,Tip Conference restaurant is paid in,[Tip [C]] [Conference restaurant [C]] [is paid in [P]] ,"frame:Discussion,frame:Locale_by_use,frame:Commerce_pay,","wn30:synset-tip-noun-1,wn30:synset-conference-noun-1,wn30:synset-restaurant-noun-1,wn30:synset-pay-verb-1,wn30:synset-in-adverb-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-restaurant-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
","wn30:synset-tip-noun-1
","wn30:synset-in-adverb-1
"
inferred_iasted42,43,is visited by Conference Hiker Trip city held in Full day tour,[is visited by [P]] [Conference Hiker [C]] [Trip city [C]] [is held in [P]] [Full day tour [C]] ,"frame:Arriving,frame:Discussion,frame:Travel,frame:Locale_by_use,frame:Political_locales,frame:Activity_ongoing,frame:Cause_to_continue,frame:Abounding_with,frame:Fullness,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Touring,frame:Travel,","wn30:synset-visit-verb-1,wn30:synset-by-adverb-1,wn30:synset-conference-noun-1,wn30:synset-hiker-noun-1,wn30:synset-trip-noun-1,wn30:synset-city-noun-1,wn30:synset-keep-verb-1,wn30:synset-in-adverb-1,wn30:synset-full-adjective-1,wn30:synset-day-noun-1,wn30:synset-tour-noun-1,","wn30:synset-visit-verb-1 - frame:Arriving - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-trip-noun-1 - frame:Travel - frame:Event
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale
wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-tour-noun-1 - frame:Touring - frame:Perceptionframe:Event
wn30:synset-tour-noun-1 - frame:Travel - frame:Event
","wn30:synset-hiker-noun-1
","wn30:synset-by-adverb-1
wn30:synset-in-adverb-1
"
inferred_iasted10,18,is used by Transport vehicle Delegate,[is used by [P]] [Transport vehicle [C]] [Delegate [C]] ,"frame:Using,frame:Vehicle,","wn30:synset-use-verb-1,wn30:synset-by-adverb-1,wn30:synset-transport-verb-1,wn30:synset-vehicle-noun-1,wn30:synset-delegate-verb-1,","wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-vehicle-noun-1 - frame:Vehicle - frame:Being_included
","wn30:synset-transport-verb-1
wn30:synset-delegate-verb-1
","wn30:synset-by-adverb-1
"
inferred_iasted76,38,is designed for pay Nonmember registration fee IASTED non member,[is designed for [P]] [pay [P]] [Nonmember registration fee [C]] [IASTED non member [C]] ,"frame:Coming_up_with,frame:Commerce_pay,frame:Negation,frame:Membership,","wn30:synset-plan-verb-3,wn30:synset-pay-verb-1,wn30:synset-nonmember-noun-1,wn30:synset-registration-noun-1,wn30:synset-fee-noun-1,wn30:synset-not-adverb-1,wn30:synset-member-noun-1,","wn30:synset-plan-verb-3 - frame:Coming_up_with
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-not-adverb-1 - frame:Negation - frame:Alternativity
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
","wn30:synset-nonmember-noun-1
wn30:synset-registration-noun-1
wn30:synset-fee-noun-1
",
inferred_iasted38,15,Sponsor is paid by give Sponzorship,[Sponsor [C]] [is paid by [P]] [give [P]] [Sponzorship [C]] ,"frame:Commerce_pay,","wn30:synset-sponsor-verb-1,wn30:synset-pay-verb-1,wn30:synset-by-adverb-1,wn30:synset-yield-verb-1,","wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
","wn30:synset-sponsor-verb-1
wn30:synset-yield-verb-1
","wn30:synset-by-adverb-1
"
inferred_iasted22,15,Money pay Person has amount of Building is paid with in Item by,[Money [C]] [pay [P]] [Person [C]] [has amount of [P]] [Building [C]] [is paid with [P]] [is paid in [P]] [Item [C]] [is paid by [P]] ,"frame:Money,frame:Commerce_pay,frame:Commerce_pay,frame:People,frame:Amounting_to,frame:Buildings,frame:Commerce_pay,","wn30:synset-money-noun-1,wn30:synset-pay-verb-1,wn30:synset-person-noun-1,wn30:synset-sum-noun-1,wn30:synset-building-noun-1,wn30:synset-pay-verb-1,wn30:synset-in-adverb-1,wn30:synset-item-noun-1,wn30:synset-by-adverb-1,","wn30:synset-money-noun-1 - frame:Money - frame:Entity
wn30:synset-money-noun-1 - frame:Commerce_pay - frame:Event
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-sum-noun-1 - frame:Amounting_to
wn30:synset-building-noun-1 - frame:Buildings - frame:Entity
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
","wn30:synset-item-noun-1
","wn30:synset-in-adverb-1
wn30:synset-by-adverb-1
"
inferred_iasted44,43,go through Full day tour Conference Hiker,[go through [P]] [Full day tour [C]] [Conference Hiker [C]] ,"frame:Motion,frame:Travel,frame:Abounding_with,frame:Fullness,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Touring,frame:Travel,frame:Discussion,","wn30:synset-travel-verb-1,wn30:synset-through-adverb-1,wn30:synset-full-adjective-1,wn30:synset-day-noun-1,wn30:synset-tour-noun-1,wn30:synset-conference-noun-1,wn30:synset-hiker-noun-1,","wn30:synset-travel-verb-1 - frame:Motion - frame:Event
wn30:synset-travel-verb-1 - frame:Travel - frame:Event
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-tour-noun-1 - frame:Touring - frame:Perceptionframe:Event
wn30:synset-tour-noun-1 - frame:Travel - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-hiker-noun-1
","wn30:synset-through-adverb-1
"
inferred_iasted58,15,Conference hotel is situated in Hotel room presenter designed for,[Conference hotel [C]] [is situated in [P]] [Hotel room [C]] [Hotel presenter [C]] [is designed for [P]] ,"frame:Discussion,frame:Buildings,frame:Buildings,frame:Building_subparts,frame:Giving,frame:Coming_up_with,","wn30:synset-conference-noun-1,wn30:synset-hotel-noun-1,wn30:synset-situate-verb-1,wn30:synset-in-adverb-1,wn30:synset-hotel-noun-1,wn30:synset-room-noun-1,wn30:synset-donor-noun-1,wn30:synset-plan-verb-3,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-hotel-noun-1 - frame:Buildings - frame:Entity
wn30:synset-hotel-noun-1 - frame:Buildings - frame:Entity
wn30:synset-room-noun-1 - frame:Building_subparts
wn30:synset-donor-noun-1 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-plan-verb-3 - frame:Coming_up_with
","wn30:synset-situate-verb-1
","wn30:synset-in-adverb-1
"
inferred_iasted16,20,Social program is designed for Delegate,[Social program [C]] [is designed for [P]] [Delegate [C]] ,"frame:Social_interaction_evaluation,frame:Project,frame:Purpose,frame:Coming_up_with,","wn30:synset-social-adjective-1,wn30:synset-plan-noun-1,wn30:synset-plan-verb-3,wn30:synset-delegate-verb-1,","wn30:synset-social-adjective-1 - frame:Social_interaction_evaluation - frame:Attributes
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-plan-verb-3 - frame:Coming_up_with
","wn30:synset-delegate-verb-1
",
inferred_iasted70,53,Book proceeding is paid for Author attendee book registration fee,[Book proceeding [C]] [is paid for [P]] [Author attendee book registration fee [C]] ,"frame:Part_ordered_segments,frame:Text,frame:Commerce_pay,frame:People_by_vocation,frame:Part_ordered_segments,frame:Text,","wn30:synset-book-noun-1,wn30:synset-proceeding-noun-1,wn30:synset-pay-verb-1,wn30:synset-writer-noun-1,wn30:synset-attendant-noun-2,wn30:synset-book-noun-1,wn30:synset-registration-noun-1,wn30:synset-fee-noun-1,","wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included
wn30:synset-book-noun-1 - frame:Text - frame:Entity
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-attendant-noun-2 - frame:People_by_vocation - frame:Entity
wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included
wn30:synset-book-noun-1 - frame:Text - frame:Entity
","wn30:synset-proceeding-noun-1
wn30:synset-writer-noun-1
wn30:synset-registration-noun-1
wn30:synset-fee-noun-1
",
inferred_iasted69,25,Cd proceening obtain Author cd proceedings included,[Cd proceening [C]] [obtain [P]] [Author cd proceedings included [C]] ,"frame:Getting,frame:Cause_to_be_included,frame:Inclusion,","wn30:synset-compact_disk-noun-1,wn30:synset-obtain-verb-1,wn30:synset-writer-noun-1,wn30:synset-compact_disk-noun-1,wn30:synset-proceeding-noun-1,wn30:synset-include-verb-1,","wn30:synset-obtain-verb-1 - frame:Getting - frame:Event
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-include-verb-1 - frame:Inclusion
","wn30:synset-compact_disk-noun-1
wn30:synset-writer-noun-1
wn30:synset-compact_disk-noun-1
wn30:synset-proceeding-noun-1
",
inferred_iasted27,34,Conference building is situated in Delegate occupied by Session room,[Conference building [C]] [is situated in [P]] [Delegate [C]] [is occupied by [P]] [Session room [C]] ,"frame:Discussion,frame:Buildings,frame:Building_subparts,","wn30:synset-conference-noun-1,wn30:synset-building-noun-1,wn30:synset-situate-verb-1,wn30:synset-in-adverb-1,wn30:synset-delegate-verb-1,wn30:synset-busy-verb-1,wn30:synset-by-adverb-1,wn30:synset-session-noun-1,wn30:synset-room-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-building-noun-1 - frame:Buildings - frame:Entity
wn30:synset-room-noun-1 - frame:Building_subparts
","wn30:synset-situate-verb-1
wn30:synset-delegate-verb-1
wn30:synset-busy-verb-1
wn30:synset-session-noun-1
","wn30:synset-in-adverb-1
wn30:synset-by-adverb-1
"
inferred_iasted41,43,Conference Hiker Fee for extra trip is paid by Full day tour,[Conference Hiker [C]] [Fee for extra trip [C]] [is paid for [P]] [is paid by [P]] [Full day tour [C]] ,"frame:Discussion,frame:Being_necessary,frame:Travel,frame:Commerce_pay,frame:Abounding_with,frame:Fullness,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Touring,frame:Travel,","wn30:synset-conference-noun-1,wn30:synset-hiker-noun-1,wn30:synset-fee-noun-1,wn30:synset-excess-adjectivesatellite-1,wn30:synset-trip-noun-1,wn30:synset-pay-verb-1,wn30:synset-by-adverb-1,wn30:synset-full-adjective-1,wn30:synset-day-noun-1,wn30:synset-tour-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-excess-adjectivesatellite-1 - frame:Being_necessary
wn30:synset-trip-noun-1 - frame:Travel - frame:Event
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-tour-noun-1 - frame:Touring - frame:Perceptionframe:Event
wn30:synset-tour-noun-1 - frame:Travel - frame:Event
","wn30:synset-hiker-noun-1
wn30:synset-fee-noun-1
","wn30:synset-by-adverb-1
"
inferred_iasted13,60,is given to Form Delegate,[is given to [P]] [Form [C]] [Delegate [C]] ,"none,","wn30:synset-yield-verb-1,wn30:synset-form-noun-1,wn30:synset-delegate-verb-1,",,"wn30:synset-yield-verb-1
wn30:synset-form-noun-1
wn30:synset-delegate-verb-1
",
inferred_iasted75,78,Review Reviewer is writen by give,[Review [C]] [Reviewer [C]] [is writen by [P]] [give [P]] ,"none,","wn30:synset-review-verb-1,wn30:synset-reviewer-noun-1,wn30:synset-by-adverb-1,wn30:synset-yield-verb-1,",,"wn30:synset-review-verb-1
wn30:synset-reviewer-noun-1
wn30:synset-yield-verb-1
","wn30:synset-by-adverb-1
"
inferred_iasted23,7,is occupied by situated in Delegate Conference city state restaurant,[is occupied by [P]] [is situated in [P]] [Delegate [C]] [Conference city [C]] [Conference state [C]] [Conference restaurant [C]] ,"frame:Discussion,frame:Locale_by_use,frame:Political_locales,frame:Political_locales,frame:Locale_by_use,","wn30:synset-busy-verb-1,wn30:synset-by-adverb-1,wn30:synset-situate-verb-1,wn30:synset-in-adverb-1,wn30:synset-delegate-verb-1,wn30:synset-conference-noun-1,wn30:synset-city-noun-1,wn30:synset-state-noun-1,wn30:synset-restaurant-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale
wn30:synset-restaurant-noun-1 - frame:Locale_by_use - frame:Locale
","wn30:synset-busy-verb-1
wn30:synset-situate-verb-1
wn30:synset-delegate-verb-1
","wn30:synset-by-adverb-1
wn30:synset-in-adverb-1
"
inferred_iasted45,43,is designed for Delegate Full day tour,[is designed for [P]] [Delegate [C]] [Full day tour [C]] ,"frame:Coming_up_with,frame:Abounding_with,frame:Fullness,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Touring,frame:Travel,","wn30:synset-plan-verb-3,wn30:synset-delegate-verb-1,wn30:synset-full-adjective-1,wn30:synset-day-noun-1,wn30:synset-tour-noun-1,","wn30:synset-plan-verb-3 - frame:Coming_up_with
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-tour-noun-1 - frame:Touring - frame:Perceptionframe:Event
wn30:synset-tour-noun-1 - frame:Travel - frame:Event
","wn30:synset-delegate-verb-1
",
inferred_iasted17,56,need is prepared by used needed for writen made from send signed given to obtain prepare Item sent sign Person write,[need [P]] [is prepared by [P]] [is used by [P]] [is needed for [P]] [is writen by [P]] [is made from [P]] [send [P]] [is signed by [P]] [is given to [P]] [obtain [P]] [prepare [P]] [Item [C]] [is sent by [P]] [sign [P]] [Person [C]] [write [P]] ,"frame:Needing,frame:Have_as_requirement,frame:Required_event,frame:Activity_prepare,frame:Using,frame:Needing,frame:Have_as_requirement,frame:Required_event,frame:Cause_change,frame:Causation,frame:Sending,frame:Causation,frame:Sign,frame:Getting,frame:Activity_prepare,frame:Sending,frame:Causation,frame:Sign,frame:People,frame:Text_creation,frame:Statement,","wn30:synset-necessitate-verb-1,wn30:synset-fix-verb-12,wn30:synset-by-adverb-1,wn30:synset-use-verb-1,wn30:synset-necessitate-verb-1,wn30:synset-make-verb-2,wn30:synset-send-verb-1,wn30:synset-sign-noun-1,wn30:synset-yield-verb-1,wn30:synset-obtain-verb-1,wn30:synset-fix-verb-12,wn30:synset-item-noun-1,wn30:synset-send-verb-1,wn30:synset-sign-noun-1,wn30:synset-person-noun-1,wn30:synset-write-verb-1,","wn30:synset-necessitate-verb-1 - frame:Needing
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency
wn30:synset-necessitate-verb-1 - frame:Required_event
wn30:synset-fix-verb-12 - frame:Activity_prepare
wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-necessitate-verb-1 - frame:Needing
wn30:synset-necessitate-verb-1 - frame:Have_as_requirement - frame:Contingency
wn30:synset-necessitate-verb-1 - frame:Required_event
wn30:synset-make-verb-2 - frame:Cause_change - frame:Event
wn30:synset-make-verb-2 - frame:Causation - frame:Event
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
wn30:synset-sign-noun-1 - frame:Sign - frame:Event
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event
wn30:synset-fix-verb-12 - frame:Activity_prepare
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
wn30:synset-sign-noun-1 - frame:Sign - frame:Event
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
","wn30:synset-yield-verb-1
wn30:synset-item-noun-1
","wn30:synset-by-adverb-1
"
inferred_iasted59,43,Conference days Registration fee activity state is paid for held in,[Conference days [C]] [Registration fee [C]] [Conference activity [C]] [Conference state [C]] [is paid for [P]] [is held in [P]] ,"frame:Discussion,frame:Measure_duration,frame:Timespan,frame:Calendric_unit,frame:Intentionally_act,frame:Political_locales,frame:Commerce_pay,frame:Activity_ongoing,frame:Cause_to_continue,","wn30:synset-conference-noun-1,wn30:synset-day-noun-1,wn30:synset-registration-noun-1,wn30:synset-fee-noun-1,wn30:synset-activity-noun-1,wn30:synset-state-noun-1,wn30:synset-pay-verb-1,wn30:synset-keep-verb-1,wn30:synset-in-adverb-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures
wn30:synset-day-noun-1 - frame:Timespan
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event
wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event
","wn30:synset-registration-noun-1
wn30:synset-fee-noun-1
","wn30:synset-in-adverb-1
"
inferred_iasted71,53,Book proceeding Author book proceedings included obtain,[Book proceeding [C]] [Author book proceedings included [C]] [obtain [P]] ,"frame:Part_ordered_segments,frame:Text,frame:Self_motion,frame:Process_continue,frame:Part_ordered_segments,frame:Text,frame:Cause_to_be_included,frame:Inclusion,frame:Getting,","wn30:synset-book-noun-1,wn30:synset-proceed-verb-2,wn30:synset-writer-noun-1,wn30:synset-book-noun-1,wn30:synset-proceeding-noun-1,wn30:synset-include-verb-1,wn30:synset-obtain-verb-1,","wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included
wn30:synset-book-noun-1 - frame:Text - frame:Entity
wn30:synset-proceed-verb-2 - frame:Self_motion - frame:Event
wn30:synset-proceed-verb-2 - frame:Process_continue
wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included
wn30:synset-book-noun-1 - frame:Text - frame:Entity
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-include-verb-1 - frame:Inclusion
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event
","wn30:synset-writer-noun-1
wn30:synset-proceeding-noun-1
",
inferred_iasted26,7,is visited by Conference building situated in Delegate state,[is visited by [P]] [Conference building [C]] [is situated in [P]] [Delegate [C]] [Conference state [C]] ,"frame:Arriving,frame:Discussion,frame:Building,frame:Manufacturing,frame:Political_locales,","wn30:synset-visit-verb-1,wn30:synset-by-adverb-1,wn30:synset-conference-noun-1,wn30:synset-construct-verb-1,wn30:synset-situate-verb-1,wn30:synset-in-adverb-1,wn30:synset-delegate-verb-1,wn30:synset-state-noun-1,","wn30:synset-visit-verb-1 - frame:Arriving - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-construct-verb-1 - frame:Building - frame:Event
wn30:synset-construct-verb-1 - frame:Manufacturing - frame:Event
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale
","wn30:synset-situate-verb-1
wn30:synset-delegate-verb-1
","wn30:synset-by-adverb-1
wn30:synset-in-adverb-1
"
